date,username,text,case folding,tokenizing,filtering,stemmed,tweet_final
3/5/2023 15:34,FiveSomalitv,The Federal Government of Somalia is today set to hand over the aid of the Gov t and the people to participate in the relief efforts of the devastating that hit and last month ,the federal government of somalia is today set to hand over the aid of the gov t and the people to participate in the relief efforts of the devastating that hit and last month ,"['the', 'federal', 'government', 'of', 'somalia', 'is', 'today', 'set', 'to', 'hand', 'over', 'the', 'aid', 'of', 'the', 'gov', 't', 'and', 'the', 'people', 'to', 'participate', 'in', 'the', 'relief', 'efforts', 'of', 'the', 'devastating', 'that', 'hit', 'and', 'last', 'month']","['federal', 'government', 'somalia', 'today', 'set', 'hand', 'aid', 'gov', 'people', 'participate', 'relief', 'efforts', 'devastating', 'hit', 'last', 'month']","['feder', 'govern', 'somalia', 'today', 'set', 'hand', 'aid', 'gov', 'peopl', 'particip', 'relief', 'effort', 'devast', 'hit', 'last', 'month']",feder govern somalia today set hand aid gov peopl particip relief effort devast hit last month
3/5/2023 15:47,albertjuga,Amidst the devastating earthquake in Turkey and Syria UAE extends a helping hand to those in need Proud to witness such acts of kindness and generosity during these trying times ,amidst the devastating earthquake in turkey and syria uae extends a helping hand to those in need proud to witness such acts of kindness and generosity during these trying times ,"['amidst', 'the', 'devastating', 'earthquake', 'in', 'turkey', 'and', 'syria', 'uae', 'extends', 'a', 'helping', 'hand', 'to', 'those', 'in', 'need', 'proud', 'to', 'witness', 'such', 'acts', 'of', 'kindness', 'and', 'generosity', 'during', 'these', 'trying', 'times']","['amidst', 'devastating', 'earthquake', 'turkey', 'syria', 'uae', 'extends', 'helping', 'hand', 'need', 'proud', 'witness', 'acts', 'kindness', 'generosity', 'trying', 'times']","['amidst', 'devast', 'earthquak', 'turkey', 'syria', 'uae', 'extend', 'help', 'hand', 'need', 'proud', 'wit', 'act', 'kind', 'generos', 'tri', 'time']",amidst devast earthquak turkey syria uae extend help hand need proud wit act kind generos tri time
3/5/2023 18:17,oltsport_,Cristiano Ronaldo sent aid planes for earthquake victims in Turkey and Syria Portuguese star He also paid for bedding blankets tents baby food and medical supplies ,cristiano ronaldo sent aid planes for earthquake victims in turkey and syria portuguese star he also paid for bedding blankets tents baby food and medical supplies ,"['cristiano', 'ronaldo', 'sent', 'aid', 'planes', 'for', 'earthquake', 'victims', 'in', 'turkey', 'and', 'syria', 'portuguese', 'star', 'he', 'also', 'paid', 'for', 'bedding', 'blankets', 'tents', 'baby', 'food', 'and', 'medical', 'supplies']","['cristiano', 'ronaldo', 'sent', 'aid', 'planes', 'earthquake', 'victims', 'turkey', 'syria', 'portuguese', 'star', 'also', 'paid', 'bedding', 'blankets', 'tents', 'baby', 'food', 'medical', 'supplies']","['cristiano', 'ronaldo', 'sent', 'aid', 'plane', 'earthquak', 'victim', 'turkey', 'syria', 'portugues', 'star', 'also', 'paid', 'bed', 'blanket', 'tent', 'babi', 'food', 'medic', 'suppli']",cristiano ronaldo sent aid plane earthquak victim turkey syria portugues star also paid bed blanket tent babi food medic suppli
3/5/2023 20:24,InsideSportIND,Cristiano Ronaldo sent a plane loaded with tents food parcels pillows blankets baby food milk and medical supplies to help victims of the earthquake that struck Syria and Turkey ,cristiano ronaldo sent a plane loaded with tents food parcels pillows blankets baby food milk and medical supplies to help victims of the earthquake that struck syria and turkey ,"['cristiano', 'ronaldo', 'sent', 'a', 'plane', 'loaded', 'with', 'tents', 'food', 'parcels', 'pillows', 'blankets', 'baby', 'food', 'milk', 'and', 'medical', 'supplies', 'to', 'help', 'victims', 'of', 'the', 'earthquake', 'that', 'struck', 'syria', 'and', 'turkey']","['cristiano', 'ronaldo', 'sent', 'plane', 'loaded', 'tents', 'food', 'parcels', 'pillows', 'blankets', 'baby', 'food', 'milk', 'medical', 'supplies', 'help', 'victims', 'earthquake', 'struck', 'syria', 'turkey']","['cristiano', 'ronaldo', 'sent', 'plane', 'load', 'tent', 'food', 'parcel', 'pillow', 'blanket', 'babi', 'food', 'milk', 'medic', 'suppli', 'help', 'victim', 'earthquak', 'struck', 'syria', 'turkey']",cristiano ronaldo sent plane load tent food parcel pillow blanket babi food milk medic suppli help victim earthquak struck syria turkey
3/5/2023 20:58,Jerusalem_Post,The casualties from the deadly earthquake in Turkey rose to 45 968 and around 10 of those accounted for are Syrian But the full extent of the earthquake is still unclear Analysis by ,the casualties from the deadly earthquake in turkey rose to 45 968 and around 10 of those accounted for are syrian but the full extent of the earthquake is still unclear analysis by ,"['the', 'casualties', 'from', 'the', 'deadly', 'earthquake', 'in', 'turkey', 'rose', 'to', '45', '968', 'and', 'around', '10', 'of', 'those', 'accounted', 'for', 'are', 'syrian', 'but', 'the', 'full', 'extent', 'of', 'the', 'earthquake', 'is', 'still', 'unclear', 'analysis', 'by']","['casualties', 'deadly', 'earthquake', 'turkey', 'rose', '45', '968', 'around', '10', 'accounted', 'syrian', 'full', 'extent', 'earthquake', 'still', 'unclear', 'analysis']","['casualti', 'deadli', 'earthquak', 'turkey', 'rose', '45', '968', 'around', '10', 'account', 'syrian', 'full', 'extent', 'earthquak', 'still', 'unclear', 'analysi']",casualti deadli earthquak turkey rose 45 968 around 10 account syrian full extent earthquak still unclear analysi
3/5/2023 20:59,EFootball97,Cristiano Ronaldo sent a plane loaded with tents food parcels pillows blankets baby food milk and medical supplies to help victims of the earthquake that struck Syria and Turkey [ Daily Mail Sport ] ,cristiano ronaldo sent a plane loaded with tents food parcels pillows blankets baby food milk and medical supplies to help victims of the earthquake that struck syria and turkey [ daily mail sport ] ,"['cristiano', 'ronaldo', 'sent', 'a', 'plane', 'loaded', 'with', 'tents', 'food', 'parcels', 'pillows', 'blankets', 'baby', 'food', 'milk', 'and', 'medical', 'supplies', 'to', 'help', 'victims', 'of', 'the', 'earthquake', 'that', 'struck', 'syria', 'and', 'turkey', '[', 'daily', 'mail', 'sport', ']']","['cristiano', 'ronaldo', 'sent', 'plane', 'loaded', 'tents', 'food', 'parcels', 'pillows', 'blankets', 'baby', 'food', 'milk', 'medical', 'supplies', 'help', 'victims', 'earthquake', 'struck', 'syria', 'turkey', '[', 'daily', 'mail', 'sport', ']']","['cristiano', 'ronaldo', 'sent', 'plane', 'load', 'tent', 'food', 'parcel', 'pillow', 'blanket', 'babi', 'food', 'milk', 'medic', 'suppli', 'help', 'victim', 'earthquak', 'struck', 'syria', 'turkey', '[', 'daili', 'mail', 'sport', ']']",cristiano ronaldo sent plane load tent food parcel pillow blanket babi food milk medic suppli help victim earthquak struck syria turkey daili mail sport
3/5/2023 21:01,GiuseppeLepera5,Mentre i paesi occidentali hanno gi dimenticato le popolazioni di Siria e Turchia colpite dal terremoto Cristiano Ronaldo d una lezione di stile Chapeau ,mentre i paesi occidentali hanno gi dimenticato le popolazioni di siria e turchia colpite dal terremoto cristiano ronaldo d una lezione di stile chapeau ,"['mentre', 'i', 'paesi', 'occidentali', 'hanno', 'gi', 'dimenticato', 'le', 'popolazioni', 'di', 'siria', 'e', 'turchia', 'colpite', 'dal', 'terremoto', 'cristiano', 'ronaldo', 'd', 'una', 'lezione', 'di', 'stile', 'chapeau']","['mentre', 'paesi', 'occidentali', 'hanno', 'gi', 'dimenticato', 'le', 'popolazioni', 'di', 'siria', 'e', 'turchia', 'colpite', 'dal', 'terremoto', 'cristiano', 'ronaldo', 'una', 'lezione', 'di', 'stile', 'chapeau']","['mentr', 'paesi', 'occidentali', 'hanno', 'gi', 'dimenticato', 'le', 'popolazioni', 'di', 'siria', 'e', 'turchia', 'colpit', 'dal', 'terremoto', 'cristiano', 'ronaldo', 'una', 'lezion', 'di', 'stile', 'chapeau']",mentr paesi occidentali hanno gi dimenticato le popolazioni di siria e turchia colpit dal terremoto cristiano ronaldo una lezion di stile chapeau
3/5/2023 21:07,linkingupderby,Hi All The brothers from Derby are raising money towards building new homes for those who have lost loved ones and their homes in Turkey and Syria ,hi all the brothers from derby are raising money towards building new homes for those who have lost loved ones and their homes in turkey and syria ,"['hi', 'all', 'the', 'brothers', 'from', 'derby', 'are', 'raising', 'money', 'towards', 'building', 'new', 'homes', 'for', 'those', 'who', 'have', 'lost', 'loved', 'ones', 'and', 'their', 'homes', 'in', 'turkey', 'and', 'syria']","['hi', 'brothers', 'derby', 'raising', 'money', 'towards', 'building', 'new', 'homes', 'lost', 'loved', 'ones', 'homes', 'turkey', 'syria']","['hi', 'brother', 'derbi', 'rais', 'money', 'toward', 'build', 'new', 'home', 'lost', 'love', 'one', 'home', 'turkey', 'syria']",hi brother derbi rais money toward build new home lost love one home turkey syria
3/5/2023 21:56,naimal_imtiaz, sent an entire plane load of supplies including tents food packages pillows and blankets beds baby food and milk and medical equipment to help the victims of the tragic earthquake that struck and , sent an entire plane load of supplies including tents food packages pillows and blankets beds baby food and milk and medical equipment to help the victims of the tragic earthquake that struck and ,"['sent', 'an', 'entire', 'plane', 'load', 'of', 'supplies', 'including', 'tents', 'food', 'packages', 'pillows', 'and', 'blankets', 'beds', 'baby', 'food', 'and', 'milk', 'and', 'medical', 'equipment', 'to', 'help', 'the', 'victims', 'of', 'the', 'tragic', 'earthquake', 'that', 'struck', 'and']","['sent', 'entire', 'plane', 'load', 'supplies', 'including', 'tents', 'food', 'packages', 'pillows', 'blankets', 'beds', 'baby', 'food', 'milk', 'medical', 'equipment', 'help', 'victims', 'tragic', 'earthquake', 'struck']","['sent', 'entir', 'plane', 'load', 'suppli', 'includ', 'tent', 'food', 'packag', 'pillow', 'blanket', 'bed', 'babi', 'food', 'milk', 'medic', 'equip', 'help', 'victim', 'tragic', 'earthquak', 'struck']",sent entir plane load suppli includ tent food packag pillow blanket bed babi food milk medic equip help victim tragic earthquak struck
3/6/2023 0:56,fifabiblenews,Cristiano Ronaldo sent a plane filled with care items such as food blankets parcels pillows tents baby food milk amp medical supplies to help victims of the earthquake in Syria and Turkey L E G E N D ,cristiano ronaldo sent a plane filled with care items such as food blankets parcels pillows tents baby food milk amp medical supplies to help victims of the earthquake in syria and turkey l e g e n d ,"['cristiano', 'ronaldo', 'sent', 'a', 'plane', 'filled', 'with', 'care', 'items', 'such', 'as', 'food', 'blankets', 'parcels', 'pillows', 'tents', 'baby', 'food', 'milk', 'amp', 'medical', 'supplies', 'to', 'help', 'victims', 'of', 'the', 'earthquake', 'in', 'syria', 'and', 'turkey', 'l', 'e', 'g', 'e', 'n', 'd']","['cristiano', 'ronaldo', 'sent', 'plane', 'filled', 'care', 'items', 'food', 'blankets', 'parcels', 'pillows', 'tents', 'baby', 'food', 'milk', 'medical', 'supplies', 'help', 'victims', 'earthquake', 'syria', 'turkey', 'l', 'e', 'g', 'e', 'n']","['cristiano', 'ronaldo', 'sent', 'plane', 'fill', 'care', 'item', 'food', 'blanket', 'parcel', 'pillow', 'tent', 'babi', 'food', 'milk', 'medic', 'suppli', 'help', 'victim', 'earthquak', 'syria', 'turkey', 'l', 'e', 'g', 'e', 'n']",cristiano ronaldo sent plane fill care item food blanket parcel pillow tent babi food milk medic suppli help victim earthquak syria turkey l e g e n
3/6/2023 2:06,Aadii0077,Cristiano Ronaldo Sent a Plane Filled with Care Items Such as Food Blankets Parcels Pillows Tents Baby Food Milk amp Medical Supplies to Help Victims of the Earthquake in Syria amp Turkey ,cristiano ronaldo sent a plane filled with care items such as food blankets parcels pillows tents baby food milk amp medical supplies to help victims of the earthquake in syria amp turkey ,"['cristiano', 'ronaldo', 'sent', 'a', 'plane', 'filled', 'with', 'care', 'items', 'such', 'as', 'food', 'blankets', 'parcels', 'pillows', 'tents', 'baby', 'food', 'milk', 'amp', 'medical', 'supplies', 'to', 'help', 'victims', 'of', 'the', 'earthquake', 'in', 'syria', 'amp', 'turkey']","['cristiano', 'ronaldo', 'sent', 'plane', 'filled', 'care', 'items', 'food', 'blankets', 'parcels', 'pillows', 'tents', 'baby', 'food', 'milk', 'medical', 'supplies', 'help', 'victims', 'earthquake', 'syria', 'turkey']","['cristiano', 'ronaldo', 'sent', 'plane', 'fill', 'care', 'item', 'food', 'blanket', 'parcel', 'pillow', 'tent', 'babi', 'food', 'milk', 'medic', 'suppli', 'help', 'victim', 'earthquak', 'syria', 'turkey']",cristiano ronaldo sent plane fill care item food blanket parcel pillow tent babi food milk medic suppli help victim earthquak syria turkey
3/6/2023 2:42,EnvisionPak,Amid the heartbreaking aftermath of the devastating earthquakes that hit Turkey and Syria there is a glimmer of hope ,amid the heartbreaking aftermath of the devastating earthquakes that hit turkey and syria there is a glimmer of hope ,"['amid', 'the', 'heartbreaking', 'aftermath', 'of', 'the', 'devastating', 'earthquakes', 'that', 'hit', 'turkey', 'and', 'syria', 'there', 'is', 'a', 'glimmer', 'of', 'hope']","['amid', 'heartbreaking', 'aftermath', 'devastating', 'earthquakes', 'hit', 'turkey', 'syria', 'glimmer', 'hope']","['amid', 'heartbreak', 'aftermath', 'devast', 'earthquak', 'hit', 'turkey', 'syria', 'glimmer', 'hope']",amid heartbreak aftermath devast earthquak hit turkey syria glimmer hope
3/6/2023 3:05,Bigtopgist,Cristiano Ronaldo has sent a plane loaded with tents food parcels pillows blankets baby food milk medical supplies to help victims in Syria and Turkey That s so kind of him Thank you Cristiano ,cristiano ronaldo has sent a plane loaded with tents food parcels pillows blankets baby food milk medical supplies to help victims in syria and turkey that s so kind of him thank you cristiano ,"['cristiano', 'ronaldo', 'has', 'sent', 'a', 'plane', 'loaded', 'with', 'tents', 'food', 'parcels', 'pillows', 'blankets', 'baby', 'food', 'milk', 'medical', 'supplies', 'to', 'help', 'victims', 'in', 'syria', 'and', 'turkey', 'that', 's', 'so', 'kind', 'of', 'him', 'thank', 'you', 'cristiano']","['cristiano', 'ronaldo', 'sent', 'plane', 'loaded', 'tents', 'food', 'parcels', 'pillows', 'blankets', 'baby', 'food', 'milk', 'medical', 'supplies', 'help', 'victims', 'syria', 'turkey', 'kind', 'thank', 'cristiano']","['cristiano', 'ronaldo', 'sent', 'plane', 'load', 'tent', 'food', 'parcel', 'pillow', 'blanket', 'babi', 'food', 'milk', 'medic', 'suppli', 'help', 'victim', 'syria', 'turkey', 'kind', 'thank', 'cristiano']",cristiano ronaldo sent plane load tent food parcel pillow blanket babi food milk medic suppli help victim syria turkey kind thank cristiano
